distance_km,hour,day_of_week,area_type,historical_speed,eta_minutes
20.26,7,Monday,residential,23.11,52.6
14.0,15,Monday,residential,24.97,33.64
4.99,12,Thursday,commercial,33.64,10.68
2.02,22,Monday,residential,15.26,7.94
19.83,11,Friday,commercial,22.7,62.9
9.73,1,Sunday,commercial,21.53,32.54
19.06,7,Tuesday,residential,30.65,37.31
14.56,10,Sunday,commercial,30.03,49.45
15.59,11,Wednesday,residential,15.79,59.24
13.69,17,Friday,residential,21.84,56.41
16.21,4,Wednesday,commercial,23.12,50.48
6.84,7,Friday,residential,26.63,15.41
3.27,16,Monday,residential,28.6,6.86
22.36,17,Sunday,residential,35.68,56.4
22.37,18,Wednesday,residential,25.44,79.14
1.67,9,Wednesday,commercial,34.01,5.01
21.45,23,Wednesday,residential,19.27,66.79
8.19,5,Friday,commercial,23.77,24.81
14.2,12,Wednesday,commercial,21.19,48.25
24.83,0,Friday,commercial,30.58,58.46
22.67,11,Monday,residential,23.38,58.18
17.15,17,Tuesday,residential,37.74,40.9
19.88,7,Monday,residential,36.29,32.87
12.19,7,Saturday,residential,33.53,21.81
22.52,15,Sunday,commercial,36.36,44.59
17.77,11,Thursday,residential,27.22,39.17
6.3,12,Monday,commercial,34.04,13.33
18.15,1,Sunday,residential,25.48,42.74
6.24,13,Sunday,residential,39.5,9.48
5.65,14,Wednesday,commercial,21.85,18.62
5.32,8,Wednesday,residential,17.2,27.84
10.02,1,Tuesday,residential,21.58,27.86
13.98,15,Friday,residential,24.8,33.82
11.76,13,Sunday,residential,37.95,18.59
17.9,0,Tuesday,commercial,30.57,42.16
7.94,20,Wednesday,residential,16.68,28.56
20.01,18,Thursday,commercial,19.99,102.1
7.88,8,Wednesday,residential,38.48,18.43
16.07,6,Friday,commercial,15.8,73.23
17.93,14,Tuesday,residential,15.96,67.41
10.8,12,Sunday,residential,34.05,19.03
18.78,3,Thursday,residential,24.12,46.72
19.86,20,Thursday,commercial,25.85,55.32
21.63,19,Friday,residential,21.84,89.13
19.6,2,Thursday,commercial,21.27,66.35
22.24,21,Friday,commercial,18.27,87.65
24.91,23,Saturday,residential,28.59,52.28
22.97,20,Monday,residential,27.79,49.59
12.11,4,Thursday,commercial,35.95,24.25
10.69,9,Saturday,commercial,19.21,56.76
2.32,0,Tuesday,residential,17.15,8.12
18.44,19,Saturday,commercial,23.29,80.76
23.95,2,Sunday,residential,25.73,55.85
21.53,6,Wednesday,commercial,32.73,47.36
14.52,13,Thursday,commercial,21.85,47.85
3.82,17,Thursday,commercial,21.52,18.11
24.56,14,Saturday,residential,38.22,38.56
12.44,6,Sunday,residential,25.57,29.19
3.05,22,Sunday,commercial,39.03,5.63
1.57,1,Tuesday,residential,19.15,4.92
1.21,3,Monday,residential,38.54,1.88
15.53,8,Wednesday,residential,21.34,65.5
1.59,8,Tuesday,commercial,37.57,4.32
17.22,5,Tuesday,residential,36.99,27.93
6.04,20,Wednesday,residential,16.94,21.39
16.04,4,Friday,residential,34.17,28.17
17.98,6,Tuesday,commercial,17.72,73.06
13.4,10,Wednesday,commercial,29.82,45.84
8.29,18,Monday,residential,24.45,30.52
19.6,1,Thursday,commercial,25.71,54.89
1.39,14,Monday,commercial,31.94,3.13
23.55,9,Friday,commercial,37.91,63.36
5.59,1,Sunday,residential,38.11,8.8
13.7,1,Saturday,commercial,36.14,27.29
13.17,6,Wednesday,residential,33.87,23.33
6.43,23,Monday,residential,31.15,12.39
4.89,0,Saturday,commercial,34.55,10.19
16.79,8,Friday,residential,33.63,44.93
17.82,21,Friday,residential,30.36,35.22
15.72,20,Friday,residential,20.42,46.19
11.52,21,Saturday,residential,23.8,29.04
23.41,22,Wednesday,commercial,20.74,81.27
3.76,11,Saturday,residential,29.08,7.76
2.91,5,Saturday,residential,37.33,4.68
8.56,1,Wednesday,commercial,19.42,31.74
5.81,7,Thursday,commercial,19.07,21.94
12.73,7,Tuesday,commercial,32.48,28.22
9.18,5,Saturday,residential,25.7,21.43
19.73,19,Sunday,commercial,26.58,75.71
9.15,22,Tuesday,commercial,38.88,16.94
1.64,22,Thursday,residential,25.8,3.81
7.43,10,Sunday,residential,21.03,31.8
2.31,0,Wednesday,residential,25.31,5.48
12.82,13,Wednesday,commercial,23.31,39.6
16.08,6,Tuesday,residential,16.77,57.53
10.3,5,Wednesday,residential,31.94,19.35
13.32,22,Friday,commercial,19.19,49.98
10.95,14,Friday,commercial,23.42,33.66
10.67,2,Sunday,commercial,37.28,20.61
11.45,9,Sunday,residential,27.99,36.82
13.02,16,Sunday,commercial,25.96,36.11
11.9,2,Friday,commercial,31.45,27.24
16.83,16,Tuesday,commercial,18.88,64.18
3.01,23,Saturday,commercial,24.82,8.73
20.2,17,Tuesday,commercial,20.86,98.77
16.84,19,Sunday,residential,29.57,51.25
7.4,20,Friday,commercial,36.47,14.61
11.84,23,Sunday,commercial,16.82,50.68
16.42,2,Friday,residential,22.39,44.0
14.15,8,Monday,residential,31.57,40.34
23.47,8,Saturday,residential,20.53,102.89
12.66,1,Sunday,commercial,20.83,43.76
11.81,0,Thursday,commercial,15.05,56.5
5.96,6,Wednesday,commercial,22.01,19.5
24.84,10,Tuesday,commercial,24.04,105.39
23.14,15,Thursday,commercial,39.85,41.81
19.97,7,Friday,commercial,36.66,39.22
9.51,4,Wednesday,commercial,26.55,25.79
22.63,13,Monday,commercial,31.43,51.84
11.67,5,Thursday,residential,17.65,39.67
5.02,2,Friday,residential,35.33,8.53
8.13,12,Saturday,commercial,33.08,17.7
6.82,9,Tuesday,residential,31.37,19.57
11.24,0,Friday,residential,39.1,17.25
24.32,3,Wednesday,commercial,33.22,52.71
6.62,17,Sunday,residential,32.53,18.32
5.35,5,Friday,commercial,27.41,14.05
1.92,12,Saturday,commercial,30.07,4.6
15.38,8,Sunday,commercial,38.44,40.81
4.7,18,Sunday,commercial,37.66,12.73
13.13,7,Friday,commercial,25.92,36.47
2.93,6,Monday,commercial,16.17,13.05
1.82,15,Wednesday,residential,25.7,4.25
6.85,5,Saturday,residential,34.56,11.89
2.57,1,Thursday,residential,36.05,4.28
16.72,23,Saturday,residential,37.24,26.94
4.02,6,Saturday,residential,30.32,7.96
13.31,21,Saturday,residential,25.06,31.87
9.51,17,Sunday,residential,19.22,44.53
17.25,0,Saturday,residential,26.96,38.39
2.17,22,Sunday,commercial,26.5,5.9
21.55,8,Thursday,residential,21.91,88.52
6.42,11,Saturday,commercial,18.98,24.35
14.18,20,Monday,residential,22.4,37.98
22.98,13,Thursday,commercial,23.4,70.71
19.65,6,Friday,commercial,21.18,66.8
3.92,4,Tuesday,residential,17.32,13.58
22.36,8,Saturday,commercial,39.44,57.83
23.99,19,Tuesday,residential,37.41,57.71
12.84,17,Saturday,residential,15.37,75.19
24.97,16,Thursday,residential,32.86,45.59
13.41,23,Wednesday,residential,29.67,27.12
2.19,6,Thursday,residential,39.18,3.35
15.39,13,Monday,commercial,23.07,48.03
10.2,22,Thursday,commercial,33.19,22.13
4.72,8,Saturday,residential,22.88,18.57
24.48,9,Saturday,commercial,35.89,69.57
8.59,8,Wednesday,residential,18.52,41.74
6.4,0,Saturday,commercial,34.4,13.4
18.18,6,Sunday,residential,26.57,41.05
2.55,6,Monday,commercial,21.99,8.35
9.41,7,Thursday,commercial,19.89,34.06
12.45,5,Friday,residential,26.5,28.19
15.35,20,Sunday,commercial,38.33,28.83
18.19,0,Saturday,commercial,24.4,53.68
24.58,21,Friday,commercial,31.31,56.52
4.26,20,Tuesday,residential,35.0,7.3
19.02,18,Thursday,commercial,32.54,59.62
22.5,22,Tuesday,commercial,38.58,41.99
8.31,13,Wednesday,residential,20.91,23.85
11.06,19,Thursday,residential,20.48,48.6
11.65,23,Thursday,commercial,31.12,26.95
3.74,1,Saturday,residential,34.22,6.56
13.47,23,Saturday,residential,39.61,20.4
21.22,17,Saturday,residential,24.55,77.79
18.71,16,Saturday,residential,18.68,60.1
3.28,17,Thursday,residential,21.85,13.51
19.41,18,Wednesday,residential,15.78,110.7
3.43,16,Saturday,commercial,36.69,6.73
9.97,20,Sunday,commercial,31.56,22.75
4.7,9,Monday,commercial,31.2,15.37
22.31,4,Friday,commercial,26.45,60.73
13.48,17,Tuesday,commercial,23.57,58.34
3.59,7,Monday,residential,15.84,13.6
22.05,22,Wednesday,commercial,31.39,50.58
2.82,10,Thursday,residential,28.95,8.77
5.39,5,Friday,commercial,37.91,10.24
18.98,6,Saturday,residential,24.88,45.77
18.27,22,Monday,residential,34.15,32.1
23.2,10,Wednesday,residential,33.44,62.44
12.82,21,Thursday,commercial,26.27,35.14
17.08,12,Tuesday,residential,23.8,43.06
11.98,12,Friday,commercial,32.5,26.54
13.37,3,Friday,residential,33.77,23.75
19.38,6,Monday,residential,32.45,35.83
14.55,9,Friday,commercial,35.52,41.78
18.67,12,Monday,residential,23.58,47.51
14.16,11,Friday,commercial,25.46,40.04
1.97,17,Thursday,commercial,22.8,8.81
21.29,5,Sunday,commercial,26.8,57.2
15.93,15,Wednesday,commercial,27.91,41.09
8.95,6,Friday,residential,26.05,20.61
11.49,5,Tuesday,commercial,23.92,34.59
18.21,5,Friday,residential,19.97,54.71
4.87,0,Monday,residential,21.59,13.53
8.6,5,Saturday,residential,36.28,14.22
2.61,5,Saturday,residential,15.08,10.38
21.47,23,Wednesday,commercial,27.69,55.83
23.07,19,Friday,commercial,19.38,121.42
22.23,17,Tuesday,commercial,35.0,64.78
20.21,19,Saturday,commercial,39.48,52.21
12.57,17,Wednesday,commercial,15.09,84.97
13.34,3,Wednesday,residential,32.55,24.59
18.67,5,Thursday,commercial,17.01,79.03
14.12,12,Saturday,commercial,18.23,55.77
22.5,5,Friday,commercial,23.53,68.85
15.91,15,Sunday,commercial,19.32,59.29
4.06,6,Thursday,commercial,35.83,8.16
19.14,11,Friday,commercial,26.86,51.31
14.91,1,Thursday,residential,26.12,34.25
23.03,5,Thursday,residential,29.78,46.4
22.93,17,Tuesday,commercial,29.32,79.77
2.34,18,Monday,residential,21.96,9.59
22.44,18,Sunday,residential,18.1,111.58
20.39,18,Saturday,residential,32.35,56.73
21.6,19,Sunday,residential,39.68,48.99
19.43,15,Sunday,commercial,38.21,36.61
1.67,9,Tuesday,commercial,15.9,10.71
7.46,12,Tuesday,commercial,36.19,14.84
3.67,8,Wednesday,residential,19.49,16.95
20.74,13,Saturday,residential,16.43,75.74
4.0,10,Monday,residential,36.93,9.75
4.3,3,Saturday,residential,30.86,8.36
16.39,18,Monday,residential,32.54,45.33
10.2,15,Sunday,residential,22.3,27.44
19.85,17,Wednesday,commercial,34.19,59.22
20.66,20,Monday,commercial,33.71,44.13
2.76,15,Sunday,commercial,34.31,5.79
3.41,0,Monday,commercial,27.52,8.92
23.33,7,Friday,commercial,19.94,84.24
22.25,8,Monday,residential,30.63,65.38
3.83,13,Saturday,commercial,28.33,9.73
17.36,18,Thursday,residential,33.63,46.46
14.85,0,Tuesday,commercial,33.99,31.46
8.41,9,Sunday,residential,38.16,19.83
3.69,7,Monday,commercial,36.04,7.37
17.85,7,Tuesday,residential,17.1,62.63
20.17,2,Tuesday,residential,17.47,69.27
21.04,5,Tuesday,residential,37.92,33.29
12.43,19,Saturday,commercial,16.48,76.93
6.51,12,Monday,commercial,32.2,14.56
2.16,11,Wednesday,residential,30.7,4.22
19.9,11,Friday,residential,31.64,37.74
19.77,11,Wednesday,residential,22.1,53.67
1.5,2,Sunday,commercial,39.38,2.74
6.11,8,Sunday,commercial,26.88,23.19
21.76,2,Sunday,residential,26.69,48.92
17.36,21,Wednesday,residential,31.55,33.01
7.59,12,Sunday,residential,37.4,12.18
21.03,7,Monday,commercial,36.22,41.8
17.4,8,Friday,residential,18.32,85.48
24.28,9,Tuesday,residential,27.78,78.66
7.48,22,Sunday,commercial,15.96,33.74
12.29,9,Wednesday,residential,30.36,36.43
11.83,19,Sunday,commercial,21.69,55.63
18.7,10,Monday,commercial,20.94,91.09
5.31,17,Thursday,commercial,26.72,20.27
6.48,13,Monday,commercial,16.22,28.76
1.64,11,Tuesday,residential,30.88,3.19
19.95,13,Sunday,commercial,28.83,49.82
4.42,15,Monday,residential,23.57,11.25
11.42,20,Tuesday,commercial,32.41,25.37
17.45,16,Sunday,residential,34.59,30.27
9.17,21,Thursday,residential,21.19,25.97
11.49,11,Saturday,residential,26.59,25.93
18.7,9,Tuesday,residential,26.38,63.8
4.54,1,Wednesday,commercial,36.33,9.0
4.48,6,Wednesday,residential,17.3,15.54
12.17,2,Thursday,residential,20.92,34.9
5.46,8,Thursday,residential,24.7,19.89
2.9,18,Saturday,commercial,15.61,18.95
23.37,10,Saturday,commercial,32.09,74.28
20.32,9,Friday,residential,39.28,46.56
23.86,9,Sunday,commercial,17.93,135.73
8.41,2,Thursday,commercial,38.19,15.86
11.03,0,Sunday,residential,25.15,26.31
23.31,3,Wednesday,commercial,26.03,64.48
12.24,12,Sunday,residential,26.59,27.62
3.39,5,Thursday,residential,38.97,5.22
21.5,11,Wednesday,commercial,22.66,68.31
4.25,17,Friday,commercial,32.47,13.35
23.17,13,Sunday,commercial,26.41,63.17
3.98,11,Wednesday,residential,20.29,11.77
14.91,7,Monday,commercial,18.76,57.22
10.5,16,Monday,commercial,19.58,38.61
19.4,20,Sunday,commercial,34.23,40.81
19.02,14,Saturday,residential,35.19,32.43
9.88,3,Tuesday,commercial,36.22,19.64
24.57,12,Sunday,commercial,32.84,53.87
20.1,19,Saturday,residential,15.71,115.15
12.26,9,Saturday,commercial,17.0,73.56
11.01,16,Tuesday,commercial,18.33,43.25
19.31,8,Thursday,residential,30.54,56.91
4.78,0,Thursday,residential,28.13,10.2
20.63,1,Friday,commercial,31.07,47.81
7.65,14,Friday,commercial,17.6,31.3
14.46,9,Sunday,commercial,22.24,66.32
2.04,14,Saturday,residential,39.22,3.12
11.45,3,Thursday,commercial,39.99,20.62
6.31,17,Monday,residential,23.34,24.33
2.23,7,Saturday,residential,22.43,5.97
13.52,0,Friday,commercial,31.85,30.56
4.06,10,Thursday,commercial,30.15,13.74
4.38,7,Thursday,residential,26.51,9.91
12.7,13,Wednesday,commercial,30.5,29.98
6.96,14,Friday,residential,31.75,13.15
3.02,16,Sunday,residential,27.49,6.59
15.1,17,Saturday,residential,15.44,88.02
5.59,9,Monday,commercial,35.71,15.97
2.61,21,Monday,commercial,36.34,5.17
3.95,2,Sunday,residential,36.11,6.56
18.3,0,Sunday,residential,16.08,68.28
22.11,1,Thursday,commercial,15.7,101.4
7.55,11,Sunday,commercial,21.73,25.02
8.27,22,Sunday,commercial,16.51,36.07
5.7,17,Saturday,commercial,28.82,20.17
1.36,13,Tuesday,residential,28.45,2.87
6.21,20,Monday,commercial,30.2,14.81
16.57,23,Thursday,commercial,29.67,40.21
7.53,9,Saturday,residential,24.18,28.03
8.51,18,Sunday,commercial,23.75,36.55
4.39,20,Wednesday,residential,27.99,9.41
24.26,11,Tuesday,residential,29.55,49.26
12.77,7,Saturday,commercial,34.41,26.72
22.65,5,Saturday,residential,38.21,35.57
9.84,21,Thursday,residential,22.33,26.44
22.56,7,Thursday,commercial,34.66,46.86
1.75,16,Monday,residential,24.83,4.23
13.59,12,Tuesday,residential,28.23,28.88
3.97,18,Thursday,commercial,22.22,18.22
20.69,1,Tuesday,commercial,32.2,46.26
10.0,19,Saturday,residential,20.77,43.33
19.22,19,Wednesday,commercial,37.1,52.84
24.36,3,Sunday,residential,16.14,90.56
15.68,0,Tuesday,commercial,16.6,68.01
19.49,3,Thursday,residential,36.06,32.43
16.42,14,Saturday,residential,30.81,31.98
6.77,1,Tuesday,commercial,34.73,14.04
14.04,20,Wednesday,residential,26.98,31.22
7.97,21,Saturday,commercial,30.75,18.66
2.48,20,Thursday,commercial,36.82,4.85
9.6,7,Saturday,residential,26.01,22.15
7.68,21,Wednesday,residential,18.29,25.19
16.39,20,Friday,commercial,39.37,29.97
10.03,17,Thursday,commercial,21.72,47.1
19.69,12,Friday,residential,30.6,38.61
20.22,11,Wednesday,residential,24.41,49.7
14.15,1,Sunday,residential,38.19,22.23
14.74,2,Friday,residential,29.67,29.81
24.3,10,Sunday,residential,26.22,83.41
11.89,23,Tuesday,residential,37.11,19.22
19.09,19,Wednesday,commercial,22.86,85.18
7.9,4,Friday,residential,39.1,12.12
11.12,20,Sunday,residential,27.17,24.56
2.4,21,Sunday,commercial,36.55,4.73
23.37,8,Thursday,residential,28.08,74.9
1.91,12,Thursday,residential,19.48,5.88
21.59,11,Friday,commercial,35.23,44.12
4.9,12,Tuesday,residential,17.67,16.64
7.39,22,Monday,residential,37.13,11.94
3.18,14,Wednesday,commercial,27.52,8.32
24.29,23,Saturday,residential,20.84,69.93
8.17,7,Sunday,residential,35.99,13.62
9.57,0,Monday,residential,16.28,35.27
16.03,15,Tuesday,residential,38.83,24.77
12.14,6,Tuesday,commercial,34.15,25.6
3.29,11,Saturday,residential,21.95,8.99
7.25,20,Wednesday,commercial,27.35,19.09
15.94,17,Wednesday,residential,26.18,54.8
12.21,2,Wednesday,residential,23.3,31.44
14.29,21,Thursday,commercial,21.75,47.3
18.01,20,Wednesday,commercial,35.64,36.38
2.22,21,Tuesday,commercial,19.67,8.13
19.54,11,Friday,commercial,19.44,72.37
12.6,3,Thursday,commercial,23.59,38.46
5.1,19,Tuesday,commercial,30.42,17.1
15.0,2,Wednesday,commercial,35.97,30.03
18.83,22,Tuesday,residential,32.46,34.81
8.03,11,Tuesday,residential,38.14,12.63
7.56,4,Sunday,residential,37.41,12.13
8.5,4,Monday,commercial,21.95,27.88
9.88,14,Friday,residential,29.53,20.07
9.75,15,Tuesday,residential,39.84,14.68
3.08,22,Sunday,residential,27.49,6.72
11.41,19,Sunday,residential,35.92,28.59
2.76,20,Sunday,commercial,39.02,5.09
21.36,13,Saturday,commercial,37.98,40.49
20.35,15,Thursday,residential,25.11,48.63
6.18,21,Friday,commercial,16.67,26.69
5.45,2,Wednesday,commercial,20.13,19.49
12.09,23,Tuesday,residential,18.7,38.79
4.54,0,Monday,commercial,36.05,9.07
10.08,12,Saturday,residential,35.85,16.87
12.24,20,Thursday,commercial,18.12,48.64
7.15,10,Friday,commercial,38.58,18.9
13.99,23,Monday,residential,16.48,50.93
11.14,20,Thursday,residential,39.46,16.94
13.37,7,Tuesday,residential,18.8,42.67
10.28,23,Monday,residential,29.64,20.81
9.1,8,Monday,residential,25.07,32.67
19.99,12,Saturday,commercial,26.04,55.27
16.36,5,Thursday,commercial,36.09,32.64
14.1,2,Tuesday,residential,21.95,38.54
11.88,11,Monday,commercial,18.06,47.36
8.3,15,Monday,residential,29.93,16.64
15.96,22,Tuesday,commercial,37.84,30.37
23.87,20,Sunday,commercial,19.33,88.91
14.35,15,Tuesday,commercial,34.13,30.27
13.94,7,Thursday,commercial,28.55,35.16
1.19,5,Thursday,residential,30.36,2.35
12.01,5,Tuesday,commercial,21.3,40.6
19.27,0,Tuesday,residential,29.92,38.64
11.8,6,Sunday,residential,18.61,38.04
9.38,2,Saturday,residential,24.35,23.11
20.46,0,Wednesday,residential,18.14,67.67
5.91,17,Sunday,commercial,27.42,21.98
7.13,13,Thursday,residential,29.03,14.74
4.91,5,Friday,residential,38.64,7.62
6.79,12,Thursday,residential,23.62,17.25
6.07,12,Saturday,commercial,30.85,14.17
7.72,4,Friday,commercial,22.1,25.15
15.51,19,Monday,commercial,37.3,42.41
16.76,18,Saturday,residential,22.69,66.48
5.16,17,Saturday,residential,16.59,27.99
12.61,23,Wednesday,residential,36.08,20.97
9.02,3,Thursday,residential,34.46,15.71
23.18,12,Saturday,residential,38.08,36.52
4.24,12,Saturday,commercial,28.45,10.73
14.39,21,Monday,commercial,21.29,48.67
15.64,0,Thursday,residential,21.46,43.73
2.63,17,Wednesday,commercial,24.5,10.95
15.74,19,Monday,commercial,31.27,51.34
17.21,19,Friday,residential,31.17,49.69
21.02,18,Thursday,residential,32.72,57.82
8.02,3,Thursday,commercial,35.17,16.42
11.47,3,Thursday,residential,20.43,33.69
18.79,2,Tuesday,residential,35.48,31.78
11.78,8,Tuesday,commercial,22.77,52.77
18.06,13,Thursday,residential,32.46,33.38
8.1,3,Tuesday,commercial,25.04,23.29
2.98,15,Thursday,commercial,20.3,10.57
11.03,23,Monday,residential,34.55,19.15
23.69,19,Saturday,residential,19.99,106.66
7.13,21,Tuesday,commercial,37.55,13.67
3.02,7,Sunday,residential,31.94,5.67
20.75,15,Sunday,commercial,30.07,49.68
20.72,15,Thursday,commercial,39.21,38.05
21.14,8,Sunday,commercial,24.17,89.21
13.96,23,Tuesday,residential,39.8,21.05
22.98,0,Wednesday,commercial,33.36,49.6
8.15,3,Thursday,residential,27.63,17.7
4.99,2,Saturday,residential,15.29,19.58
21.4,18,Saturday,commercial,32.5,67.16
2.26,10,Wednesday,residential,39.45,5.16
23.24,1,Friday,commercial,39.88,41.96
16.71,15,Monday,commercial,32.06,37.53
9.42,23,Thursday,residential,34.07,16.59
20.9,11,Thursday,residential,22.02,56.95
2.91,12,Friday,commercial,25.79,8.12
2.09,3,Saturday,commercial,30.37,4.95
13.73,10,Friday,commercial,33.72,41.53
2.5,23,Thursday,commercial,21.45,8.39
10.57,5,Wednesday,residential,32.75,19.36
5.62,15,Tuesday,commercial,19.11,21.17
20.24,18,Tuesday,commercial,18.44,111.96
15.7,23,Sunday,commercial,29.1,38.85
11.18,14,Monday,residential,30.95,21.67
18.78,5,Wednesday,residential,22.58,49.9
1.18,14,Tuesday,commercial,25.99,3.27
19.21,3,Sunday,commercial,24.18,57.2
6.03,11,Saturday,commercial,20.62,21.06
13.21,7,Wednesday,residential,32.06,24.72
16.12,7,Sunday,commercial,32.38,35.84
20.68,21,Sunday,commercial,26.99,55.17
17.65,4,Friday,residential,16.03,66.06
5.78,11,Monday,commercial,21.63,19.24
24.42,13,Sunday,residential,20.74,70.65
4.51,14,Friday,residential,15.68,17.26
18.88,17,Wednesday,residential,31.64,53.7
4.3,21,Thursday,commercial,24.19,12.8
11.78,15,Friday,commercial,21.65,39.18
12.28,6,Wednesday,commercial,26.29,33.63
21.11,23,Thursday,commercial,21.08,72.1
15.12,19,Thursday,residential,16.41,82.93
8.63,12,Monday,commercial,39.61,15.69
23.95,4,Tuesday,commercial,23.79,72.48
18.8,4,Thursday,commercial,37.25,36.34
21.57,9,Wednesday,residential,19.1,101.64
16.68,15,Thursday,residential,37.27,26.85
5.93,3,Saturday,residential,27.36,13.0
6.88,9,Friday,commercial,29.38,23.89
19.36,20,Tuesday,commercial,38.88,35.85
4.05,23,Tuesday,residential,22.01,11.04
20.18,6,Thursday,residential,35.28,34.32
24.3,23,Tuesday,residential,19.22,75.86
17.14,23,Sunday,commercial,22.39,55.12
6.62,16,Thursday,residential,23.81,16.68
10.7,5,Sunday,residential,30.15,21.29
4.7,5,Monday,residential,26.15,10.78
21.85,21,Thursday,residential,35.55,36.88
19.56,14,Wednesday,residential,33.4,35.14
23.47,1,Monday,commercial,39.09,43.23
22.85,4,Monday,residential,26.49,51.76
14.52,18,Saturday,residential,31.74,41.17
15.68,3,Tuesday,residential,15.26,61.65
8.48,11,Friday,residential,34.12,14.91
20.48,20,Friday,residential,35.14,34.97
8.1,14,Friday,residential,23.49,20.69
16.3,5,Thursday,residential,33.55,29.15
10.05,2,Sunday,commercial,18.69,38.72
7.11,7,Monday,commercial,17.98,28.47
